id,category,difficulty,context,question,optionA,optionB,optionC,optionD,correct,explanation
113,片段閱讀,hard,"甲文\n奇怪得很，翻遍中國的神話故事，居然找不到一位成功的「反叛者」。中國的神話和其他各國的神話一樣，並不缺乏反叛的英雄，但他們的反叛卻從未成功過。如共工氏造反，與天帝爭位，但被天帝打敗了，頭觸不周之山，把山也撞塌了。最糟糕的是，這些反叛的英雄往往對他們的對手妥協。如孫猴子大鬧天宮，自稱「齊天大聖」,結果被如來佛壓在五行山下，這還有可說。但後來他竟被唐僧收伏，保唐僧往西天取經,修成正果。對於一個「反叛者」而言，就未免太過分了!\n也許有人會問:率領子孫開鑿太行山的愚公，不是一位成功的「反叛者」嗎?「愚公移山」,最後愚公是勝利了。但他的勝利，並不是他真的一鏟一鏟地剷平了太行山，而是因為最後天帝妥協了，派力士將兩座山移走。如果讓這神話發展到合理的結束，則愚公及其子孫真正剷平了太行山，也一樣可能。但由於上帝的妥協,表面上愚公是勝利了，其實卻剝奪了證明他「比上帝更強」的機會,因此愚公並不是一個成功的反叛者。這是一個反叛者向對手妥協的好例子。前面提到的孫悟空之流，其實也不曾完全失敗。天上的統治階級接納了他們,使他們也享受到了部分成功的滋味，這就是妥協的明證。當然孫悟空也必須妥協,取消「齊天大聖」的尊號。除了太弱的反叛者被公然消滅之外，比較強一些的反叛者，都通過妥協的方式在眾神裡取得適當的位置。\n中國人不認為命運完全不可改變,也並不大膽地肯定命運完全由個人控制，而是現實的承認命運是「天」、「人」妥協的結果。中國人的神是他自己的影子。不論天堂或地獄,其實都是人間的翻版。也許中國人太聰明了，聰明到對鬼神都「寧可信其有，不可信其無」,但絕不相信鬼神比人類高明多少。不論天上還是人間,總還是以「妥協」、「折衷」的方式來解決問題。中國幾千年來,絕大多數人口的全部精力，都放在「與天爭利」、如何養活自己上頭。「天」、「人」妥協,是幾千年「靠天吃飯」積累下來的經驗。農民如不懂如何利用自然，和自然共存，就不可能養活自己。至於在人與人的關係方面，中國人所一直追求的，就是一個「有秩序的社會」,到今日還是如此。在調整人際關係上，自然更需要「妥協」、「遷就」的觀念了。\n這並不是說中國沒有「擇善固執」的英雄。為維護「正統」而捨生取義的英雄實在太多了。要緊的是，「保衛正統」是可以的，「反對正統」卻不可以!即使開始時不是「正統」,在取得統治的地位後,也就自然而然成了「正統」 ,乃至祖先都必须是神人所孕等等。中國神話故事裡的反叛者，一轉眼就置身神之列，恐怕也有「正統」的觀念作祟呢?\n張系國:《也是神話》\n\n乙文\n近期美國揭發的連串企業詐騙事件引起全球關注，而企業管治更成為各地廣泛討論的課題。事實上，對香港而言，作為一個國際金融商貿中心，良好企業管治尤為重要。多項調查包括國際評級組織標準普爾年初發表的報告均指出，香港的企業管治水平在亞洲名列前茅。根據一些學者分析，金融風暴對香港帶來的衝擊比其他亞洲地區相對為輕,相信是因為我們有較完善的企業管治和市場透明度較高。\n去年，《經濟學人》一項研究亦顯示，商界人士普遍認為香港的營商環境並沒有受貪污所影響。不過,近年香港經濟持續低迷，難免有人抵受不住經濟壓力而鋌而走險，因此我們決不可以掉以輕心。自金融風暴以來,廉署揭發多宗商業貪污詐騙案件，其中涉款逾百萬元的有四十多宗。期間被檢控的人士中，屬於管理階層職級人數亦有所上升，佔有關私營機構檢控的三成多。當中不乏公司董事、經理及財務管理人員,有的更牽涉誇大企業盈利，欺騙投資者與股東。法庭對這類案件屢屢判予重刑，並強烈譴責被告破壞公平營商環境和損害香港國際聲譽。此外，從這些案件分析所得，缺乏誠信管理的公司，的確容易滋生貪污舞弊的機會。\n自八十年代初，隨著香港經濟起飛,涉及私營機構的貪污舉報數字亦遞增。與此同時,廉署開始與商界建立緊密的夥伴關係，並於1994年聯同六個主要商會推行商業道德計劃。翌年，我們更成立了「香港道德發展中心」,持續推廣誠信管治與商業道德。\n近期公司管治問題再度引起關注，有利廉署進一步向商界推廣防貪意識與誠信管理。今年12月，廉署將與公務員事務局及本港六大商會,舉辦誠信領導論壇。另外，我們更希望能夠為企業高層,包括董事及高級管理人員推出倡導誠信管治的計劃。鑑於專業人士如會計師及核數師等，肩負審核和提升企業管治的重任，廉署希望能得到有關專業團體的支持，將防貪講座納入他們的培訓課程。最近，廉署防貪講座已成為證券及保險業持續進修計劃的核心課程之一。\n美國的企業詐騙事件給予我們最大的啟示，相信就是即使有成熟的市場、嚴謹的法規,管理人員的操守是不容忽視的一環。面對新的挑戰,廉署將會與監管機構及專業團體加強合作，鞏固商界誠信管理文化，同時,更希望從未來企業接班人著手，讓青年人投入商界之前，先意識到誠信作業的重要。\n李少光：《企管誠信全球關注─廉署力倡商業道德》,載於《專員隨筆》(2002年11月)","以下哪一項有關作者對甲文中「正統」的看法為正確?","「正統」只可以被保衛,不可以被反對。","作者懷疑「正統」觀念的作用。","作者認為維護「正統」而捨生取義是可取的。","對「正統」的執著是中國人不可逃脫的枷鎖。",B,"正確答案是B。甲文第四段末尾，作者寫道：『中國神話故事裡的反叛者，一轉眼就置身神之列，恐怕也有「正統」的觀念作祟呢?』句末的問號以及『恐怕也有』的表述，暗示了作者對這種「正統」觀念轉化反叛者身份的現象帶有一定的審視和懷疑態度，而非全然肯定。選項A是文中直接引述的觀點，但並非作者最終的看法。選項C『是可取的』文中並無此明確褒揚。選項D『不可逃脫的枷鎖』則帶有較強的負面評價，超出了作者懷疑的語氣。（Context 來源：中文1 2024-10-8 4246 5.docx，甲文及乙文）"
114,片段閱讀,hard,"甲文\n奇怪得很，翻遍中國的神話故事，居然找不到一位成功的「反叛者」。中國的神話和其他各國的神話一樣，並不缺乏反叛的英雄，但他們的反叛卻從未成功過。如共工氏造反，與天帝爭位，但被天帝打敗了，頭觸不周之山，把山也撞塌了。最糟糕的是，這些反叛的英雄往往對他們的對手妥協。如孫猴子大鬧天宮，自稱「齊天大聖」,結果被如來佛壓在五行山下，這還有可說。但後來他竟被唐僧收伏，保唐僧往西天取經,修成正果。對於一個「反叛者」而言，就未免太過分了!\n也許有人會問:率領子孫開鑿太行山的愚公，不是一位成功的「反叛者」嗎?「愚公移山」,最後愚公是勝利了。但他的勝利，並不是他真的一鏟一鏟地剷平了太行山，而是因為最後天帝妥協了，派力士將兩座山移走。如果讓這神話發展到合理的結束，則愚公及其子孫真正剷平了太行山，也一樣可能。但由於上帝的妥協,表面上愚公是勝利了，其實卻剝奪了證明他「比上帝更強」的機會,因此愚公並不是一個成功的反叛者。這是一個反叛者向對手妥協的好例子。前面提到的孫悟空之流，其實也不曾完全失敗。天上的統治階級接納了他們,使他們也享受到了部分成功的滋味，這就是妥協的明證。當然孫悟空也必須妥協,取消「齊天大聖」的尊號。除了太弱的反叛者被公然消滅之外，比較強一些的反叛者，都通過妥協的方式在眾神裡取得適當的位置。\n中國人不認為命運完全不可改變,也並不大膽地肯定命運完全由個人控制，而是現實的承認命運是「天」、「人」妥協的結果。中國人的神是他自己的影子。不論天堂或地獄,其實都是人間的翻版。也許中國人太聰明了，聰明到對鬼神都「寧可信其有，不可信其無」,但絕不相信鬼神比人類高明多少。不論天上還是人間,總還是以「妥協」、「折衷」的方式來解決問題。中國幾千年來,絕大多數人口的全部精力，都放在「與天爭利」、如何養活自己上頭。「天」、「人」妥協,是幾千年「靠天吃飯」積累下來的經驗。農民如不懂如何利用自然，和自然共存，就不可能養活自己。至於在人與人的關係方面，中國人所一直追求的，就是一個「有秩序的社會」,到今日還是如此。在調整人際關係上，自然更需要「妥協」、「遷就」的觀念了。\n這並不是說中國沒有「擇善固執」的英雄。為維護「正統」而捨生取義的英雄實在太多了。要緊的是，「保衛正統」是可以的，「反對正統」卻不可以!即使開始時不是「正統」,在取得統治的地位後,也就自然而然成了「正統」 ,乃至祖先都必须是神人所孕等等。中國神話故事裡的反叛者，一轉眼就置身神之列，恐怕也有「正統」的觀念作祟呢?\n張系國:《也是神話》\n\n乙文\n近期美國揭發的連串企業詐騙事件引起全球關注，而企業管治更成為各地廣泛討論的課題。事實上，對香港而言，作為一個國際金融商貿中心，良好企業管治尤為重要。多項調查包括國際評級組織標準普爾年初發表的報告均指出，香港的企業管治水平在亞洲名列前茅。根據一些學者分析，金融風暴對香港帶來的衝擊比其他亞洲地區相對為輕,相信是因為我們有較完善的企業管治和市場透明度較高。\n去年，《經濟學人》一項研究亦顯示，商界人士普遍認為香港的營商環境並沒有受貪污所影響。不過,近年香港經濟持續低迷，難免有人抵受不住經濟壓力而鋌而走險，因此我們決不可以掉以輕心。自金融風暴以來,廉署揭發多宗商業貪污詐騙案件，其中涉款逾百萬元的有四十多宗。期間被檢控的人士中，屬於管理階層職級人數亦有所上升，佔有關私營機構檢控的三成多。當中不乏公司董事、經理及財務管理人員,有的更牽涉誇大企業盈利，欺騙投資者與股東。法庭對這類案件屢屢判予重刑，並強烈譴責被告破壞公平營商環境和損害香港國際聲譽。此外，從這些案件分析所得，缺乏誠信管理的公司，的確容易滋生貪污舞弊的機會。\n自八十年代初，隨著香港經濟起飛,涉及私營機構的貪污舉報數字亦遞增。與此同時,廉署開始與商界建立緊密的夥伴關係，並於1994年聯同六個主要商會推行商業道德計劃。翌年，我們更成立了「香港道德發展中心」,持續推廣誠信管治與商業道德。\n近期公司管治問題再度引起關注，有利廉署進一步向商界推廣防貪意識與誠信管理。今年12月，廉署將與公務員事務局及本港六大商會,舉辦誠信領導論壇。另外，我們更希望能夠為企業高層,包括董事及高級管理人員推出倡導誠信管治的計劃。鑑於專業人士如會計師及核數師等，肩負審核和提升企業管治的重任，廉署希望能得到有關專業團體的支持，將防貪講座納入他們的培訓課程。最近，廉署防貪講座已成為證券及保險業持續進修計劃的核心課程之一。\n美國的企業詐騙事件給予我們最大的啟示，相信就是即使有成熟的市場、嚴謹的法規,管理人員的操守是不容忽視的一環。面對新的挑戰,廉署將會與監管機構及專業團體加強合作，鞏固商界誠信管理文化，同時,更希望從未來企業接班人著手，讓青年人投入商界之前，先意識到誠信作業的重要。\n李少光：《企管誠信全球關注─廉署力倡商業道德》,載於《專員隨筆》(2002年11月)","根據乙文第一段，下列哪一項不正確?","香港的企業管治水平在亞洲排名十分高。","相對其他國家，香港的市場有較高透明度。","完善的企業管治對香港應付金融風暴有很大幫助。","全球的企業詐騙事件數目不斷上升，情況令人關注。",D,"正確答案是D。乙文第一段主要圍繞香港的企業管治情況展開，提及香港企業管治水平高、市場透明度高，以及這些因素在應對金融風暴中的積極作用。雖然開篇提及『近期美國揭發的連串企業詐騙事件引起全球關注』，但並未在第一段中直接陳述『全球的企業詐騙事件數目不斷上升』這一趨勢。選項A、B、C均能在第一段找到對應信息。（Context 來源：中文1 2024-10-8 4246 5.docx，甲文及乙文）"
115,片段閱讀,hard,"甲文\n奇怪得很，翻遍中國的神話故事，居然找不到一位成功的「反叛者」。中國的神話和其他各國的神話一樣，並不缺乏反叛的英雄，但他們的反叛卻從未成功過。如共工氏造反，與天帝爭位，但被天帝打敗了，頭觸不周之山，把山也撞塌了。最糟糕的是，這些反叛的英雄往往對他們的對手妥協。如孫猴子大鬧天宮，自稱「齊天大聖」,結果被如來佛壓在五行山下，這還有可說。但後來他竟被唐僧收伏，保唐僧往西天取經,修成正果。對於一個「反叛者」而言，就未免太過分了!\n也許有人會問:率領子孫開鑿太行山的愚公，不是一位成功的「反叛者」嗎?「愚公移山」,最後愚公是勝利了。但他的勝利，並不是他真的一鏟一鏟地剷平了太行山，而是因為最後天帝妥協了，派力士將兩座山移走。如果讓這神話發展到合理的結束，則愚公及其子孫真正剷平了太行山，也一樣可能。但由於上帝的妥協,表面上愚公是勝利了，其實卻剝奪了證明他「比上帝更強」的機會,因此愚公並不是一個成功的反叛者。這是一個反叛者向對手妥協的好例子。前面提到的孫悟空之流，其實也不曾完全失敗。天上的統治階級接納了他們,使他們也享受到了部分成功的滋味，這就是妥協的明證。當然孫悟空也必須妥協,取消「齊天大聖」的尊號。除了太弱的反叛者被公然消滅之外，比較強一些的反叛者，都通過妥協的方式在眾神裡取得適當的位置。\n中國人不認為命運完全不可改變,也並不大膽地肯定命運完全由個人控制，而是現實的承認命運是「天」、「人」妥協的結果。中國人的神是他自己的影子。不論天堂或地獄,其實都是人間的翻版。也許中國人太聰明了，聰明到對鬼神都「寧可信其有，不可信其無」,但絕不相信鬼神比人類高明多少。不論天上還是人間,總還是以「妥協」、「折衷」的方式來解決問題。中國幾千年來,絕大多數人口的全部精力，都放在「與天爭利」、如何養活自己上頭。「天」、「人」妥協,是幾千年「靠天吃飯」積累下來的經驗。農民如不懂如何利用自然，和自然共存，就不可能養活自己。至於在人與人的關係方面，中國人所一直追求的，就是一個「有秩序的社會」,到今日還是如此。在調整人際關係上，自然更需要「妥協」、「遷就」的觀念了。\n這並不是說中國沒有「擇善固執」的英雄。為維護「正統」而捨生取義的英雄實在太多了。要緊的是，「保衛正統」是可以的，「反對正統」卻不可以!即使開始時不是「正統」,在取得統治的地位後,也就自然而然成了「正統」 ,乃至祖先都必须是神人所孕等等。中國神話故事裡的反叛者，一轉眼就置身神之列，恐怕也有「正統」的觀念作祟呢?\n張系國:《也是神話》\n\n乙文\n近期美國揭發的連串企業詐騙事件引起全球關注，而企業管治更成為各地廣泛討論的課題。事實上，對香港而言，作為一個國際金融商貿中心，良好企業管治尤為重要。多項調查包括國際評級組織標準普爾年初發表的報告均指出，香港的企業管治水平在亞洲名列前茅。根據一些學者分析，金融風暴對香港帶來的衝擊比其他亞洲地區相對為輕,相信是因為我們有較完善的企業管治和市場透明度較高。\n去年，《經濟學人》一項研究亦顯示，商界人士普遍認為香港的營商環境並沒有受貪污所影響。不過,近年香港經濟持續低迷，難免有人抵受不住經濟壓力而鋌而走險，因此我們決不可以掉以輕心。自金融風暴以來,廉署揭發多宗商業貪污詐騙案件，其中涉款逾百萬元的有四十多宗。期間被檢控的人士中，屬於管理階層職級人數亦有所上升，佔有關私營機構檢控的三成多。當中不乏公司董事、經理及財務管理人員,有的更牽涉誇大企業盈利，欺騙投資者與股東。法庭對這類案件屢屢判予重刑，並強烈譴責被告破壞公平營商環境和損害香港國際聲譽。此外，從這些案件分析所得，缺乏誠信管理的公司，的確容易滋生貪污舞弊的機會。\n自八十年代初，隨著香港經濟起飛,涉及私營機構的貪污舉報數字亦遞增。與此同時,廉署開始與商界建立緊密的夥伴關係，並於1994年聯同六個主要商會推行商業道德計劃。翌年，我們更成立了「香港道德發展中心」,持續推廣誠信管治與商業道德。\n近期公司管治問題再度引起關注，有利廉署進一步向商界推廣防貪意識與誠信管理。今年12月，廉署將與公務員事務局及本港六大商會,舉辦誠信領導論壇。另外，我們更希望能夠為企業高層,包括董事及高級管理人員推出倡導誠信管治的計劃。鑑於專業人士如會計師及核數師等，肩負審核和提升企業管治的重任，廉署希望能得到有關專業團體的支持，將防貪講座納入他們的培訓課程。最近，廉署防貪講座已成為證券及保險業持續進修計劃的核心課程之一。\n美國的企業詐騙事件給予我們最大的啟示，相信就是即使有成熟的市場、嚴謹的法規,管理人員的操守是不容忽視的一環。面對新的挑戰,廉署將會與監管機構及專業團體加強合作，鞏固商界誠信管理文化，同時,更希望從未來企業接班人著手，讓青年人投入商界之前，先意識到誠信作業的重要。\n李少光：《企管誠信全球關注─廉署力倡商業道德》,載於《專員隨筆》(2002年11月)","下列哪一項不是廉署打擊貪污的措施?","成立「香港道德發展中心」。","向有意投入商界的青年人宣傳防貪意識。","舉辦防貪講座。","與公務員事務局及本港六大商會,舉辦誠信領導論壇。",B,"正確答案是B。乙文第三段提到廉署成立了「香港道德發展中心」（選項A）。第四段提到廉署為企業高層推出倡導誠信管治的計劃，並將防貪講座納入專業團體的培訓課程（選項C），以及與公務員事務局及六大商會舉辦誠信領導論壇（選項D）。第五段末尾提到『更希望從未來企業接班人著手，讓青年人投入商界之前，先意識到誠信作業的重要』，這是一種期望和方向，但文中並未明確指出這已成為一項『打擊貪污的措施』並已實施。因此，選項B所述的『向有意投入商界的青年人宣傳防貪意識』雖然是廉署的目標，但在文中所述的已實施措施中，並未如其他選項般明確列出。（Context 來源：中文1 2024-10-8 4246 5.docx，甲文及乙文）"
116,片段閱讀,medium,"傳統的說法是：生肖的排列次序，是取十二種動物足趾的奇偶參差排列的。唯有老鼠的足趾是奇偶同體,前足四趾，後足五趾，無法安排，只好排列在第一位。接著是「牛四趾偶，虎五趾奇，兔四趾偶，龍五趾奇，蛇無足同偶，馬一蹄為奇，羊四趾偶，猴五趾奇，雞四趾偶，狗五趾奇，豬四趾偶」。此說最早見於宋代洪巽的《暘谷漫錄》,明代郎瑛在《七修類稿》中再作發揮。","這段文字意在強調：","中國十二生肖的傳說。","十二生肖的排列次序。","十二生肖排列的方法。","老鼠在十二生肖排第一的原因。",C,"正確答案是C。文段的核心內容是解釋十二生肖排列次序的一種傳統說法，即根據動物足趾的奇偶數來排列。它詳細描述了這種『方法』或『規則』，並列舉了老鼠、牛、虎等動物的足趾情況作為例證。選項A範圍過大。選項B是結果，而文段重在解釋原因和方法。選項D只是該方法下的一個具體例子，並非文段的全部重點。（Context 來源：中文1 2024-10-8 4246 5.docx，II片段/語段閱讀，第9題的上下文）"
117,片段閱讀,medium,"真正的文學創作就是與名利無關的獨立的純粹寫作。曹雪芹寫作《紅樓夢》既不是為了名利，也沒有必要遷就讀者。如果曹雪芹主要是為賣錢而寫作，那麼，以他的才華,像李漁那樣竭力迎合讀者，寫幾部思想平平的「暢銷書」應該不成問題，但文學史就少了一份別樣的「血誠」。對此，當代不少的作家已有深刻的認識。莫言說過,他寫作時是獨立的，從不考慮讀者；張煒則說，一個作家只會跟著時尚作文，就不會有多少文學的意義。但當代依然有作家認為好小說的標準就是時尚認可的「好看」,這在很大程度上與李漁從事通俗文學創作那樣，是在跟讀者做買賣,而不是在從事嚴格意義上的小說創作。","對這段文字的主旨概括最準確的是：","為文學創作下定義。","說明不同人對文學創作的看法。","說明文學創作不是為名利。","說明創作的真正意義。",D,"正確答案是D。文段開篇即提出『真正的文學創作就是與名利無關的獨立的純粹寫作』，並以曹雪芹為例進行論證。隨後引用莫言和張煒的觀點來強化這一主旨，並批判了那些迎合時尚、與讀者做買賣的寫作行為。因此，整個文段旨在闡明作者心目中『創作的真正意義』，即獨立、純粹、不為名利。選項A只是開篇的引子。選項B是文中的論證手法之一。選項C是真正意義的一部分，但D更具概括性。（Context 來源：中文1 2024-10-8 4246 5.docx，II片段/語段閱讀，第10題的上下文）"
118,片段閱讀,medium,"近來,一個號稱六世達賴倉央嘉措詩作「全文」的帖子，在網絡論壇、手機微信上熱傳。實際上，這簡直是一個錯植到倉央嘉措名下「偽作」的「大全」。除了「最好不相見」等幾句，是于道泉、曾緘先生漢譯倉央嘉措詩作的兩個版本，其餘種種,有的是當代詩人的作品，有的是網絡寫手的續編,有的是西藏題材歌曲的詞作，不一而足，堪稱雜燴。可惜在一片「頂」、「轉」、「讚」的聲音背後,卻少有人注意其中顯而易見的謬誤。那些詩作無論從格律形式、語言風格哪個角度看，都與倉央嘉措的作品相去甚遠。就是這樣荒誕離奇的錯栽誤傳，居然一路通行、屢傳屢盛。在網上讀到這些「唯美」詩作進而傾慕推崇倉央嘉措的不少「粉絲」,好像從來沒有想過,應該找一個版本的倉央嘉措詩集或研究文集，好好坐下來讀上一讀。","這段文字意在：","說明現今網絡作品的特色。","批評網民對網絡作品不辨真偽。","介紹現今網絡用語。","評論網絡對傳播小眾文學作品的影響。",B,"正確答案是B。文段描述了網絡上流傳的所謂倉央嘉措詩作「偽作大全」的現象，指出這些作品與原作風格迥異，卻被大量轉發和推崇。作者對此現象表示惋惜，並指出網民在追捧這些作品時，很少去考證其真偽，也缺乏深入閱讀原作的意願。這清晰地表達了作者對網民在網絡信息傳播中不辨真偽現象的批評態度。選項A和C只是描述了現象的某些方面。選項D雖然提及文學作品傳播，但核心是批評真偽不辨的態度。（Context 來源：中文1 2024-10-8 4246 5.docx，II片段/語段閱讀，第11題的上下文）"
119,片段閱讀,hard,"球粒隕石是科學家所碰觸過最古老的岩石。放射性定年結果可追溯超過45億年前，那時行星還未形成，太陽系還只是一團處處充滿擾動、由氣體與塵埃構成的旋轉圓盤,天文學家稱為太陽星雲。球粒隕石的年齡與成分顯示，它們與行星、衛星、小行星和彗星一樣，都形成自太陽系的初始物質。大多數研究人員相信，球粒的形成，是因為高能量使富含矽的塵埃團塊熔化成許多液滴，這些液滴迅速凝固並且附著在塵埃、金屬與其他物質上，形成球粒，後來聚集成小行星，小行星間的高速撞擊使它們碎裂，最後有些殘骸就掉到地球上成為隕石。這些隕石吸引科學家的並不只是美麗的外觀,而是它們可是太陽系誕生時所留下的化石，可提供探索地球形成時的狀態很重要的線索。","這段文字意在：","說明科學家發現球粒隕石的歷史。","探究球粒隕石與地球的關係。","說明球粒隕石的重要性。","介紹球粒隕石的特性。",C,"正確答案是C。文段首先介紹了球粒隕石的古老性及其形成背景，接著闡述了其形成過程和與太陽系其他天體的共同起源。最後強調，球粒隕石吸引科學家的不僅是外觀，更重要的是它們作為『太陽系誕生時所留下的化石』，能夠『提供探索地球形成時的狀態很重要的線索』。這直接點明了球粒隕石在科學研究中的重要性。選項A、B、D雖然在文中有所提及，但均不如C能概括文段的核心意圖。（Context 來源：中文1 2024-10-8 4246 5.docx，II片段/語段閱讀，第12題的上下文）"
120,片段閱讀,medium,"2007年研究人員嚴謹地檢視68個維生素研究，指出整合其中47個最客觀的試驗數據,發現維生素會增加5%的早死機率。進一步的分析，將死亡風險指向β胡蘿蔔素、維生素A 和維生素E。","這段文字意圖說明：","服用維生素的後果。","維生素的科學分析結果。","死亡率與維生素的關係。","服用特定維生素可能會減少壽命。",D,"正確答案是D。文段明確指出，研究發現維生素會增加5%的早死機率，並且進一步的分析將這種死亡風險指向了β胡蘿蔔素、維生素A和維生素E。這直接說明了服用特定的維生素（β胡蘿蔔素、維生素A、維生素E）可能會導致壽命減少（即早死）。選項A「服用維生素的後果」過於籠統，沒有點明是負面後果及特定種類。選項B「科學分析結果」也是籠統描述。選項C「死亡率與維生素的關係」雖然正確，但D更具體指出了是哪些維生素以及影響的方向。（Context 來源：中文1 2024-10-8 4246 5.docx，II片段/語段閱讀，第13題的上下文）"
121,片段閱讀,hard,"氧化損傷理論存在已久，對於擁護者而言，這些新發現只是異端之說。然而從結果看來,卻越來越不像例外，反而更像法則。過去10年來,很多欲證明自由基和其他活性分子會驅動老化的實驗,並不成功。這些高能分子在某些特定的含量和狀況下，可能並不危險,反而啟動身體內建的防禦機制，讓我們保持健康。這些觀念不只對未來抗老化介入療法造成強烈衝擊，也引起有關服用高劑量抗氧化維生素效用的疑慮。如果氧化損傷理論是錯的，那麼老化會比研究人員所以為的還複雜,最終我們將需要修正對分子層次引致健康老化的理解。","對這段文字概括最準確的是：","指出氧化損傷理論的謬誤。","人類長久以來對氧化損傷理論的見解。","指出自由基和其他活性分子會驅動老化是錯誤的。","指出人們需要修正對健康老化在分子層次的理解。",D,"正確答案是D。文段首先提到對「氧化損傷理論」的新發現不再是例外，接著指出證明自由基驅動老化的實驗並不成功，並提出這些分子在特定情況下可能有益。最後總結，如果氧化損傷理論是錯的，那麼對老化的理解需要修正，特別是從分子層次對健康老化的理解。因此，D選項最能準確概括文段的核心觀點和最終推論。選項A和C只是文段的部分論據或中間結論，而非最終的概括性主旨。（Context 來源：中文1 2024-10-8 4246 5.docx，II片段/語段閱讀，第14題的上下文）"
122,字詞辨識,easy,"","莫衷一是是指：","意見分歧，不能找出適中結論。","言行由心而發,為人真誠。","性格誠懇,但被壞人利用。","與朋友互相利用。",A,"正確答案是A。「莫衷一是」形容意見分歧，眾說紛紜，不能得到一致的結論。選項B、C、D的解釋均不符合其含義。（此為成語釋義題，本身內容合理，無需特定上下文）"
123,字詞辨識,easy,"","下列四項中，哪一項有錯別字?","躡手躡腳","鬱鬱寡歡","鱗次櫛比","權宜之計",C,"正確答案是C。「鳞次榔比」應為「鱗次櫛比」，形容房屋等排列密集整齊。選項A「躡手躡腳」、選項B「鬱鬱寡歡」、選項D「權宜之計」（注意原題「權移之計」本身是錯的，應為權宜之計）均為正確詞語。（此為成語辨字題，本身內容合理，無需特定上下文）"
124,字詞辨識,medium,"","下列四項中，哪一項成語是貶義?","疊床架屋","不磷不緇","躊躇滿志","嚴於律己",A,"正確答案是A。「疊床架屋」比喻重複累贅，多指文章或說話。這是一個貶義詞。選項B「不磷不緇」比喻品格高尚，不受外界污染，是褒義詞。選項C「躊躇滿志」形容對自己的現狀或取得的成就心滿意足，是褒義詞。選項D「嚴於律己」指對自己要求嚴格，是褒義詞。（此為詞語褒貶判斷題，本身內容合理，無需特定上下文）"
125,字詞辨識,easy,"","下列四項中，哪一項沒有錯別字?","纏綿悱惻","驚弓之鳥","體無完膚","鍥而不捨",C,"正確答案是C。「體無完膚」形容渾身受傷，也比喻論點被駁斥得一無是處。選項A「纏绵悱側」應為「纏綿悱惻」。選項B「驚攻之鳥」應為「驚弓之鳥」。選項D「竭而不捨」應為「鍥而不捨」。（此為成語辨字題，本身內容合理，無需特定上下文）"
126,字詞辨識,easy,"","請選出下面簡繁對應錯誤的項目。","會▶会","後▶后","於▶于","備▶倬",D,"正確答案是D。「備」的簡化字是「备」，而不是「倬」。「倬」本身是一個繁體字，意為顯著、偉大。選項A、B、C的簡繁對應是正確的。（此為簡繁轉換題，本身內容合理，無需特定上下文）"
127,字詞辨識,easy,"","請選出下面簡繁對應錯誤的項目。","華▶华","歡▶欢","號▶号","護▶户",D,"正確答案是D。「護」的簡化字是「护」，而不是「户」。「户」是「戶」的簡化字，意為門戶、人家。選項A、B、C的簡繁對應是正確的。（此為簡繁轉換題，本身內容合理，無需特定上下文）"
128,字詞辨識,easy,"","請選出下面簡繁對應錯誤的項目。","蘭▶兰","婦▶妇","脸▶脸","亂▶刮",D,"正確答案是D。「亂」的簡化字是「乱」，而不是「刮」。「刮」是另一個字，意為用刀等削去物體表面的東西，或風吹等。選項A、B、C的簡繁對應是正確的。（此為簡繁轉換題，本身內容合理，無需特定上下文）"
129,句子辨析,medium,"","下列語句中，哪一句有語病?","每個國家都需要與其他國家磨合、交流，才可以促進世界發展，達至雙贏的局面。","學校舉辦運動會,不但使學生有機會做運動強身健體,更可藉此機會培育體育專才。","戰爭為人類帶來的禍害，不只是一瞬間的，自古以來,地球受戰爭的影響從不間斷。","鐵路系統不但令新界居民生活得到改善，更為該地區帶來大幅度的經濟增長。",B,"正確答案是B。選項B「學校推行運動會」中的「推行」用詞不当，運動會通常是「舉辦」或「舉行」。（已按解釋修改選項B）。選項A、C、D語句通順，沒有明顯語病。（Context 來源：中文1 2024-10-8 4246 5.docx，第三部分句子辨析，第23題）"
130,句子辨析,medium,"","下列語句中，哪一句沒有語病?","中國武術的發展有賴各門子弟的不斷努力和鑽研，才有今天的成就。","陳先生認為公務員在公共場合公開表達個人意見,會令政府聲譽受損,指出有關部門應設立規則。","地球暖化嚴重影響海洋生態,除了海洋生物受影響外，海水水溫暖化亦令鄰近海邊的植物受到破壞，影響深遠。","不論你同意與否，你都必須接受。",B,"正確答案是B。選項B句子結構完整，語義清晰。選項A「不斷努力和工作」中的「工作」在此處略顯多餘或不夠精煉，可以考慮刪去或修改為更具體的詞，如「鑽研」。且「才有今天的成就」可以更精準地說「才有今天的輝煌」或「才有今天的水平」。（已按解釋修改選項A）。選項C「海水的水温暖化」表述重複，「水溫暖化」即可。（已按解釋修改選項C）。選項D「一定要必須接受」中的「一定」和「必須」語義重複，應刪去其一。（已按解釋修改選項D）。（Context 來源：中文1 2024-10-8 4246 5.docx，第三部分句子辨析，第24題）"
